strategy,50,60,70,80
lc,95.33,96.0,95.33,96.67
mc,98.0,98.0,97.33,97.33
kmeans,96.67,97.33,97.33,97.33
coreset,96.67,96.67,98.67,97.33
besra,96.67,97.33,96.67,96.0
comal,95.33,94.67,97.33,96.0
random,95.33,96.67,96.67,98.0
passive,97.33,97.33,97.33,97.33
