strategy,50,60,70,80
lc,92.0,94.0,93.33,91.33
mc,93.33,92.0,92.0,92.0
kmeans,90.67,91.33,91.33,92.0
coreset,92.0,91.33,91.33,92.67
besra,92.67,93.33,92.67,91.33
comal,94.0,92.67,93.33,92.67
random,90.67,92.0,92.0,91.33
passive,90.67,90.67,90.67,90.67
