strategy,50,60,70,80
lc,96.0,95.33,95.33,95.33
mc,95.33,96.0,96.67,97.33
kmeans,94.0,95.33,95.33,95.33
coreset,96.0,95.33,95.33,95.33
besra,96.67,94.67,96.0,96.67
comal,96.0,96.67,96.0,96.67
random,93.33,97.33,96.67,96.0
passive,95.33,95.33,95.33,95.33
