strategy,50,60,70,80
lc,20,19,19,19
mc,20,21,21,22
kmeans,20,20,20,19
coreset,20,19,20,20
besra,18,20,20,22
comal,20,21,20,21
random,18,22,21,20
passive,19,19,19,19
