strategy,50,60,70,80
lc,91.33,90.0,91.33,93.33
mc,90.67,90.0,92.67,92.67
kmeans,88.67,91.33,91.33,90.0
coreset,92.0,91.33,91.33,90.67
besra,89.33,89.33,91.33,92.0
comal,90.67,92.0,91.33,91.33
random,90.67,91.33,90.0,92.67
passive,90.0,90.0,90.0,90.0
