strategy,50,60,70,80
lc,16,18,17,17
mc,17,17,17,17
kmeans,18,18,17,17
coreset,15,18,19,17
besra,17,18,17,19
comal,17,17,16,17
random,16,17,16,17
passive,17,17,17,17
