strategy,50,60,70,80
lc,90.89,91.43,92.14,91.96
mc,90.71,91.61,92.32,91.43
kmeans,90.54,90.89,91.43,90.71
coreset,90.89,90.89,91.25,90.89
besra,91.43,90.89,91.79,91.61
comal,91.07,90.36,90.71,90.54
random,90.89,90.89,90.36,90.54
passive,91.96,91.96,91.96,91.96
