strategy,50,60,70,80
lc,30,32,35,38
mc,34,34,35,31
kmeans,33,37,33,33
coreset,33,33,34,38
besra,34,37,37,38
comal,28,31,34,33
random,35,34,35,34
passive,33,33,33,33
