strategy,50,60,70,80
lc,38,38,42,40
mc,41,39,40,39
kmeans,38,38,42,41
coreset,37,40,39,43
besra,37,40,41,41
comal,36,35,38,39
random,35,39,39,39
passive,40,40,40,40
