strategy,50,60,70,80
lc,25,24,26,27
mc,25,26,28,26
kmeans,24,24,26,25
coreset,25,24,25,25
besra,25,24,23,25
comal,24,24,24,24
random,25,25,24,22
passive,28,28,28,28
