strategy,50,60,70,80
lc,94.46,94.82,95.54,96.25
mc,94.82,95.54,95.18,94.64
kmeans,94.82,96.07,94.82,94.82
coreset,94.29,94.82,95.36,96.07
besra,95.0,95.89,95.36,96.25
comal,92.86,94.29,94.46,94.29
random,95.18,95.0,94.11,95.36
passive,95.0,95.0,95.0,95.0
