strategy,50,60,70,80
lc,92.86,93.04,93.75,94.11
mc,93.93,93.93,93.93,93.75
kmeans,93.39,92.86,93.57,93.57
coreset,93.04,93.93,93.75,94.64
besra,92.86,93.39,93.75,93.39
comal,92.86,92.32,93.57,93.39
random,92.86,93.04,93.39,93.21
passive,93.75,93.75,93.75,93.75
