strategy,50,60,70,80
lc,90.54,91.25,91.96,91.43
mc,92.32,91.96,91.79,92.32
kmeans,91.79,91.61,92.32,91.79
coreset,91.96,91.43,91.96,91.61
besra,91.43,90.89,91.79,91.43
comal,90.89,90.54,91.79,90.71
random,91.07,91.25,90.89,91.07
passive,91.96,91.96,91.96,91.96
