Trial,Accuracy,F1 Micro,F1 Macro
1,0.9711538553237915,0.9781553398058254,0.7885565491485935
2,0.9759615659713745,0.9817295980511571,0.8050490883590463
3,0.9775640964508057,0.9829683698296837,0.8059882714614172
4,0.9711538553237915,0.9781021897810219,0.766446309009238
5,0.9727563858032227,0.9792429792429793,0.8031400966183574
