strategy,50,60,70,80
lc,97.09,97.09,98.04,97.09
mc,97.09,94.34,94.34,97.09
kmeans,98.04,94.23,93.46,97.09
coreset,96.15,97.09,98.04,97.09
besra,94.34,98.04,97.09,97.09
comal,98.04,97.09,98.04,98.04
random,96.15,96.15,97.09,97.03
passive,95.24,95.24,95.24,95.24
