strategy,50,60,70,80
lc,97.09,96.15,98.04,97.09
mc,97.09,94.34,95.24,98.04
kmeans,98.04,96.15,95.24,97.09
coreset,98.04,98.04,98.04,97.09
besra,97.09,98.04,97.09,97.09
comal,98.04,98.04,97.09,98.04
random,97.09,97.09,95.24,98.04
passive,95.24,95.24,95.24,95.24
