strategy,50,60,70,80
lc,98.04,97.09,98.04,96.15
mc,98.04,96.15,96.15,98.04
kmeans,98.04,98.04,97.09,96.15
coreset,98.04,98.04,98.04,96.15
besra,98.04,97.09,97.09,96.15
comal,98.04,97.09,95.24,96.15
random,97.09,98.04,97.09,97.09
passive,98.04,98.04,98.04,98.04
