strategy,50,60,70,80
lc,97.09,97.09,98.04,96.15
mc,96.15,96.15,96.15,96.15
kmeans,98.04,96.15,96.15,96.15
coreset,98.04,97.09,97.09,96.15
besra,97.09,97.09,96.15,96.15
comal,98.04,97.09,96.15,95.24
random,97.09,97.09,96.15,97.09
passive,96.15,96.15,96.15,96.15
