Data Used,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro,Sampling Duration
142,0.8506944179534912,0.9136546184738957,0.9092233954809416,0.7756097316741943,0.775609756097561,0.7398548925487598,0.8418564200401306,0.8418563922942205,0.41307827257336616,0.0
357,0.9260416626930237,0.9551767676767676,0.9518543356259686,0.8621089458465576,0.8621089223638471,0.7949066668264325,0.9148861765861511,0.9148861646234675,0.6072798688414273,77.49321746826172
550,0.9387152791023254,0.9625225607813994,0.9596574741435457,0.8839662671089172,0.8839662447257384,0.8425981271169556,0.9295971989631653,0.9295971978984239,0.731286789350998,89.29852485656738
724,0.9467014074325562,0.967267299285638,0.9647142477865023,0.9008097052574158,0.9008097165991903,0.8607337855486706,0.9402801990509033,0.9402802101576182,0.7903480824330453,83.16396594047546
880,0.9545139074325562,0.9719305763874008,0.9691466403849474,0.9050387740135193,0.9050387596899225,0.8773996149948359,0.9479860067367554,0.9479859894921191,0.837402070373555,75.00518083572388
1021,0.9583333134651184,0.9742046431642305,0.9713732660065377,0.9114043116569519,0.9114043355325165,0.8859817998902506,0.9528896808624268,0.9528896672504377,0.8477278279976728,69.42366433143616
1148,0.9590277671813965,0.9747215081405313,0.9724869520416437,0.9194956421852112,0.9194956353055286,0.8939517303342938,0.953239917755127,0.9532399299474605,0.8469876961400734,62.940550327301025
1262,0.9624999761581421,0.9767191205001078,0.9741973386347844,0.9099264740943909,0.9099264705882353,0.8860538183683503,0.9560420513153076,0.9560420315236428,0.8501483176996274,56.97027063369751
1365,0.9602430462837219,0.9753577961906811,0.9728162544754833,0.910531222820282,0.9105312208760484,0.8834803855029183,0.9549912214279175,0.9549912434325745,0.8310694928872865,51.434720039367676
1427,0.9623264074325562,0.9766037735849057,0.9740528499325022,0.9101741313934326,0.9101741521539871,0.8833730387280312,0.9569177031517029,0.9569176882661996,0.8593820106342216,46.759520053863525
1513,0.9619791507720947,0.9763268835801534,0.9735571241533577,0.9012567400932312,0.9012567324955116,0.87292599966816,0.9563922882080078,0.9563922942206654,0.8855147331225501,43.27475309371948
1590,0.964756965637207,0.9781367797522887,0.9759215413861329,0.9166666865348816,0.9166666666666666,0.8922638339000936,0.9591944217681885,0.9591943957968476,0.8751792779568385,39.53878450393677
1660,0.9626736044883728,0.9768044017693387,0.9744353838563,0.9087591171264648,0.9087591240875912,0.8817232150565484,0.9572679400444031,0.9572679509632224,0.8722880539626516,35.483638286590576
1712,0.964930534362793,0.9781857451403887,0.9759848064862535,0.9122171998023987,0.9122171945701357,0.8859885653503524,0.9593695402145386,0.9593695271453588,0.8777253058566448,31.924506425857544
1770,0.9645833373069763,0.9779887785930081,0.9756866740253116,0.9143117666244507,0.9143117593436645,0.8898453189761996,0.9586690068244934,0.9586690017513135,0.8722328616456242,29.195409536361694
1822,0.9644097089767456,0.9778689409478569,0.975299310435678,0.9138712882995605,0.9138712601994561,0.8918186464038489,0.9586690068244934,0.9586690017513135,0.8795517660281937,26.42636799812317
1872,0.9630208611488342,0.9770052898628954,0.9747352323147561,0.9128856658935547,0.9128856624319419,0.8886643766417457,0.9577933549880981,0.9577933450087566,0.8687419901603537,24.030328273773193
1922,0.965624988079071,0.9786361674579197,0.9764704661694884,0.9143117666244507,0.9143117593436645,0.8891061212199423,0.9602451920509338,0.960245183887916,0.8790150274569509,21.692075490951538
1972,0.9663194417953491,0.9790948275862068,0.9771710483571866,0.9235727190971375,0.923572744014733,0.90117606815867,0.960595428943634,0.9605954465849388,0.8861246976722906,19.65061068534851
1997,0.9661458134651184,0.9789348601058658,0.9768503436279857,0.916967511177063,0.9169675090252707,0.893046602202525,0.9607706069946289,0.96077057793345,0.8878680488285671,16.870005130767822
2047,0.9678819179534912,0.9800539083557952,0.9780329587844088,0.9229357838630676,0.9229357798165138,0.9008987946799668,0.9618213772773743,0.9618213660245184,0.8771960661939602,15.502604007720947
2097,0.965624988079071,0.978686759956943,0.9767411396991983,0.9247211813926697,0.9247211895910781,0.9043048331790677,0.9595446586608887,0.9595446584938703,0.8680864228065486,12.93973684310913
2147,0.9666666388511658,0.9792342634652823,0.9769279486408914,0.91331547498703,0.9133154602323503,0.8884882219325092,0.9614710807800293,0.9614711033274956,0.887917867607734,10.472849130630493
2197,0.9657986164093018,0.9787646868599763,0.9768528030232613,0.9164370894432068,0.9164370982552801,0.8924852857414087,0.9595446586608887,0.9595446584938705,0.8646239496510265,8.354809761047363
2247,0.964930534362793,0.9782280663936194,0.9760475866657992,0.9209558963775635,0.9209558823529411,0.8975544811155489,0.9597197771072388,0.9597197898423817,0.8859756833721791,5.7758800983428955
2283,0.9663194417953491,0.9790496760259179,0.9767024319034177,0.9150090217590332,0.9150090415913202,0.8896741714208095,0.9607706069946289,0.96077057793345,0.8923753912660534,0.0
