Trial,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro
1,0.972470223903656,0.982686008423023,0.9818712317073438,0.949999988079071,0.9500000000000001,0.9446255672602762,0.9583333134651184,0.9583333333333334,0.9122388396801323
2,0.9672619104385376,0.9794007490636703,0.9780605059614048,0.931034505367279,0.9310344827586207,0.9236842105263158,0.9521604776382446,0.9521604938271605,0.9013448305576626
3,0.96875,0.980281690140845,0.9785967023720622,0.9548872113227844,0.9548872180451128,0.94989010989011,0.9521604776382446,0.9521604938271605,0.9009199494038919
4,0.9709821343421936,0.9816124469589815,0.980416326971576,0.9420289993286133,0.9420289855072463,0.9340501792114695,0.9560185074806213,0.9560185185185185,0.9075562295259328
5,0.9665178656578064,0.9789029535864979,0.9777051130366031,0.9507575631141663,0.9507575757575758,0.9447583176396734,0.9490740895271301,0.949074074074074,0.8926914538462906
