Data Used,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro,Sampling Duration
54,0.7929067611694336,0.8838829504375108,0.8823651899742938,0.7884615461031595,0.7884615384615384,0.6031746031746031,0.7844650149345398,0.7844650205761318,0.30618333753217625,0.0
135,0.8926091392834982,0.9350886390933711,0.9332838529689154,0.9168462753295898,0.9168462722317634,0.9000852059370942,0.8816872437795004,0.8816872427983539,0.7015420539284207,8.192321538925171
208,0.9397321343421936,0.9626674814043015,0.9610793579232482,0.9292199611663818,0.9292199573099517,0.9182203868117674,0.9297839601834615,0.9297839506172839,0.8517072574499758,12.186979532241821
274,0.9451884826024374,0.9657290709317968,0.963728714540907,0.9349043766657511,0.9349043753336087,0.924130011707354,0.9295267462730408,0.9295267489711933,0.8543577204671874,13.073842763900757
333,0.9548611044883728,0.9718018094172801,0.9703023362243531,0.9523230791091919,0.9523230621559321,0.9459787372860308,0.9472736517588297,0.9472736625514404,0.8942043656405109,12.779695272445679
387,0.9598214228947958,0.9748339534536998,0.9734675394070069,0.9587146838506063,0.9587146971001094,0.9526985357833718,0.945730447769165,0.9457304526748972,0.8886637068582037,11.692078113555908
435,0.9583333333333334,0.9738705694145776,0.9722514224417765,0.9578270117441813,0.9578270091306486,0.9523868054027539,0.9495884776115417,0.9495884773662552,0.9031697102405953,11.126128673553467
478,0.960565467675527,0.9751663446647125,0.9735026952662476,0.9554657737414042,0.9554657751156315,0.9491930114983979,0.9498456915219625,0.9498456790123457,0.8998090417040564,9.736251592636108
517,0.963789701461792,0.9773280298649594,0.9760924277760469,0.9534532427787781,0.953453242064497,0.9477634684593426,0.9519033034642538,0.9519032921810698,0.9006376804798683,8.941875696182251
540,0.965029776096344,0.9780884300184353,0.9768951966566632,0.9563487569491068,0.9563487480948073,0.9509249748688681,0.9477880795796713,0.9477880658436213,0.8942232133425261,8.087431907653809
573,0.9652777910232544,0.9781928456070306,0.9770164013795747,0.9494449893633524,0.9494449806949806,0.9421044897613101,0.9511317014694214,0.9511316872427983,0.896096074585132,7.729357719421387
603,0.9680059552192688,0.9799348132749919,0.9788012698030194,0.9488029678662618,0.9488029701937105,0.9435358443327155,0.9570473233858744,0.9570473251028807,0.911054700884734,6.873712062835693
630,0.9667658805847168,0.9790958766095211,0.9779910759321364,0.9487462441126505,0.9487462412087776,0.9423122942416704,0.9557612935702006,0.955761316872428,0.9084964193935977,6.354593515396118
648,0.96875,0.9803617408331151,0.9792597946285136,0.9496772289276123,0.9496772520028335,0.9433963994332881,0.9562757213910421,0.956275720164609,0.9068019130892946,5.833921670913696
673,0.9680059552192688,0.9798907593737476,0.978687863665396,0.9548709591229757,0.9548709526029642,0.9495557603066969,0.9567901293436686,0.95679012345679,0.9148111069499442,5.406259059906006
698,0.9692460298538208,0.9806187327023684,0.9793724855347911,0.9445180296897888,0.9445180216744279,0.9374156426434713,0.9567901094754537,0.9567901234567903,0.9109706033871955,4.8849382400512695
723,0.9677579402923584,0.979708636699467,0.9784006704419926,0.9540849328041077,0.9540849535748528,0.9486261782565494,0.9542181094487509,0.9542181069958847,0.9051406781814967,4.561395168304443
748,0.96875,0.9802696283745865,0.9789662612444205,0.9502819379170736,0.9502819243950372,0.9430465782403851,0.9549897114435831,0.9549897119341564,0.9090510402327411,3.8932039737701416
756,0.9680059552192688,0.9798966847088364,0.9787441286053521,0.949592649936676,0.9495926607299786,0.9435524674420961,0.9534464875857035,0.9534465020576132,0.902267116821058,3.5111234188079834
781,0.9694940447807312,0.9808420490077201,0.9798053185078194,0.944153368473053,0.9441533708368003,0.9379745948630577,0.9534465074539185,0.9534465020576132,0.8982836327375928,3.3334105014801025
806,0.9717261791229248,0.9821883548187627,0.9811941067352916,0.9393693208694458,0.9393693070061618,0.9325802523658853,0.9593621492385864,0.9593621399176954,0.9120223472584973,2.740241289138794
831,0.9709821343421936,0.9817155162232014,0.9805335207989287,0.9444616834322611,0.9444616913493892,0.9374166373988725,0.9583333134651184,0.9583333333333334,0.9117204900397379,2.294233798980713
856,0.9694940447807312,0.9807614659747982,0.9795384669190331,0.9485514362653097,0.9485514170825331,0.9414916072203479,0.9549897114435831,0.9549897119341564,0.9061053180610138,1.780271053314209
864,0.9689980149269104,0.9804790835560949,0.9792774717558462,0.9478981296221415,0.947898116958875,0.941241612505173,0.9537037014961243,0.9537037037037037,0.899968547597615,1.1996126174926758
