Batch Size,Sequence Length,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro
8,24,0.965029776096344,0.9780476412891171,0.9768443333007694,0.94140625,0.94140625,0.9348876642645187,0.9398148059844971,0.9398148148148149,0.8651414472306641
8,32,0.9657738208770752,0.9785247432306254,0.9775577625998354,0.9254902005195618,0.9254901960784314,0.9168967942230837,0.9475308656692505,0.9475308641975309,0.8843418157020517
8,40,0.9694940447807312,0.9807421324565523,0.9795470194211161,0.9440298676490784,0.9440298507462687,0.9355924056717135,0.9560185074806213,0.9560185185185185,0.9076205452285953
8,48,0.9717261791229248,0.9821763602251408,0.9808542324614797,0.9396226406097412,0.939622641509434,0.9330554502968296,0.9537037014961243,0.9537037037037037,0.8957410742371276
16,24,0.9642857313156128,0.9775491113189898,0.976313784540855,0.953667938709259,0.9536679536679536,0.9489151873767259,0.9521604776382446,0.9521604938271605,0.9021522932895324
16,32,0.965029776096344,0.9779859484777518,0.9764811035925683,0.9465649127960205,0.9465648854961832,0.9397701149425287,0.9467592835426331,0.9467592592592592,0.8875724358688529
16,40,0.96875,0.9803370786516855,0.9791421348612017,0.9578543901443481,0.9578544061302682,0.9518748847578657,0.9544752836227417,0.9544753086419754,0.909868543103276
16,48,0.9717261791229248,0.9821930646672915,0.9811697068800215,0.946768045425415,0.9467680608365019,0.9408798972382787,0.9591049551963806,0.9591049382716049,0.914163092607552
