Trial,Accuracy,F1 Micro,F1 Macro
1,0.9575892857142857,0.9575892857142857,0.9099900837605756
2,0.9546130952380952,0.9546130952380952,0.9104604436369143
3,0.9538690476190477,0.9538690476190477,0.9128043467647912
4,0.9575892857142857,0.9575892857142857,0.9190115604018375
5,0.9523809523809523,0.9523809523809523,0.9063486082331099
