Data Used,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro,Sampling Duration
54,0.7983630895614624,0.881711043212571,0.8787722489913637,0.8739495873451233,0.8739495798319328,0.8072562358276645,0.7854938507080078,0.785493827160494,0.42398090556355145,0.0
135,0.883184552192688,0.9286687869150386,0.9260336628816531,0.9104477763175964,0.9104477611940298,0.8959627329192547,0.8773148059844971,0.8773148148148148,0.7309009243986346,6.695214748382568
208,0.9375,0.9611470860314524,0.9590809001305681,0.9482758641242981,0.9482758620689655,0.9412955465587044,0.9266975522041321,0.9266975308641975,0.8490278624501358,9.469717264175415
274,0.9404761791229248,0.9628252788104088,0.9602251060485366,0.9440000057220459,0.944,0.9352283662743356,0.9320987462997437,0.9320987654320988,0.8615427674177562,10.701686382293701
333,0.949404776096344,0.9683131407269339,0.9665609045351035,0.9392712712287903,0.9392712550607287,0.9313291197894462,0.9444444179534912,0.9444444444444443,0.8923444872237036,11.66127347946167
387,0.9508928656578064,0.9693877551020409,0.9679157173651228,0.9465020298957825,0.9465020576131687,0.9384270538933827,0.9436728358268738,0.9436728395061729,0.885806345132354,12.59178352355957
435,0.9501488208770752,0.9688806316767301,0.9671356955830487,0.9392712712287903,0.9392712550607287,0.9304421289777528,0.9421296119689941,0.9421296296296298,0.8787697839274617,13.302627325057983
478,0.9538690447807312,0.9710820895522387,0.969313764939412,0.9494163393974304,0.9494163424124513,0.9408096377004163,0.9405864477157593,0.9405864197530865,0.8780692659948425,13.904520750045776
517,0.953125,0.9706293706293706,0.969157170602834,0.9442231059074402,0.9442231075697212,0.936607013999134,0.9459876418113708,0.9459876543209876,0.8859557019397061,14.849475383758545
540,0.9538690447807312,0.9711359404096833,0.9694997045697256,0.9367588758468628,0.9367588932806323,0.9278276993296248,0.9367284178733826,0.9367283950617286,0.8739139497243827,15.194067239761353
573,0.9598214030265808,0.974766355140187,0.9733385381191225,0.94921875,0.94921875,0.9425880242206772,0.9459876418113708,0.9459876543209876,0.8882301941964387,15.107019186019897
603,0.9575892686843872,0.9733270940570894,0.9716896682979619,0.9505703449249268,0.9505703422053232,0.9433311786252963,0.9475308656692505,0.9475308641975309,0.898224461848662,15.796885967254639
630,0.9598214030265808,0.9748134328358209,0.9733127111380329,0.9459459185600281,0.9459459459459459,0.938708586883029,0.9490740895271301,0.9490740740740741,0.8979026758591414,16.517243146896362
648,0.9583333134651184,0.9738805970149255,0.9727131105213366,0.9440000057220459,0.944,0.9372489959839359,0.9498456716537476,0.9498456790123456,0.8908473783529516,16.801397562026978
673,0.961309552192688,0.9757009345794393,0.9740238999837519,0.9416342377662659,0.9416342412451362,0.9330554831987496,0.9483024477958679,0.9483024691358025,0.8894886441535053,17.183640956878662
698,0.960565447807312,0.9753143921751282,0.9739783343935925,0.9450980424880981,0.9450980392156862,0.9392691888949374,0.9483024477958679,0.9483024691358025,0.9000185425681867,17.2651309967041
723,0.9620535969734192,0.9761124121779859,0.9747361423232387,0.9534883499145508,0.9534883720930233,0.9476744186046511,0.9498456716537476,0.9498456790123457,0.9052640320403457,17.590766429901123
748,0.960565447807312,0.9751988769302761,0.9739830022938439,0.9580152630805969,0.9580152671755725,0.9525385768160335,0.9606481194496155,0.960648148148148,0.9215245029022436,17.859055042266846
756,0.9620535969734192,0.9762900976290099,0.9752392463376517,0.960629940032959,0.9606299212598425,0.9557953358858335,0.9490740895271301,0.9490740740740741,0.8899153317397919,18.393068075180054
781,0.9590773582458496,0.9743110695936478,0.9729086901010676,0.95686274766922,0.9568627450980393,0.9507246376811593,0.9483024477958679,0.9483024691358026,0.898967136201097,18.24778413772583
806,0.9583333134651184,0.973929236499069,0.9726987092171445,0.9475806355476379,0.9475806451612904,0.9413210054056022,0.9506173133850098,0.9506172839506174,0.8970432155237128,18.679524660110474
831,0.9620535969734192,0.9761793554413826,0.9750104854076418,0.953667938709259,0.9536679536679536,0.9471428571428572,0.9506173133850098,0.9506172839506174,0.891079837260592,19.215047359466553
856,0.960565447807312,0.9751988769302761,0.9739378082260878,0.9584905505180359,0.9584905660377359,0.9530784708249498,0.9537037014961243,0.9537037037037036,0.908219007586924,19.375031232833862
864,0.9620535969734192,0.9763779527559056,0.9753736398265561,0.9598393440246582,0.9598393574297188,0.9555928092452561,0.9529321193695068,0.9529320987654323,0.902262882949069,19.634145259857178
