Batch Size,Sequence Length,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro
8,24,0.965029776096344,0.9780476412891171,0.9768443333007694,0.94140625,0.94140625,0.9348876642645187,0.9552469253540039,0.9552469135802468,0.9110669279671773
8,32,0.9657738208770752,0.9785247432306254,0.9775577625998354,0.9254902005195618,0.9254901960784314,0.9168967942230837,0.9544752836227417,0.9544753086419755,0.9073004454796209
8,40,0.9694940447807312,0.9807421324565523,0.9795470194211161,0.9440298676490784,0.9440298507462687,0.9355924056717135,0.959876537322998,0.9598765432098765,0.9172392234123986
8,48,0.9717261791229248,0.9821763602251408,0.9808542324614797,0.9396226406097412,0.939622641509434,0.9330554502968296,0.959876537322998,0.9598765432098766,0.9213032340224974
16,24,0.9642857313156128,0.9775491113189898,0.976313784540855,0.953667938709259,0.9536679536679536,0.9489151873767259,0.957561731338501,0.9575617283950617,0.9250065303444392
16,32,0.965029776096344,0.9779859484777518,0.9764811035925683,0.9465649127960205,0.9465648854961832,0.9397701149425287,0.9560185074806213,0.9560185185185185,0.9166838591707731
16,40,0.96875,0.9803370786516855,0.9791421348612017,0.9578543901443481,0.9578544061302682,0.9518748847578657,0.9614197611808777,0.9614197530864198,0.9281394075075995
16,48,0.9717261791229248,0.9821930646672915,0.9811697068800215,0.946768045425415,0.9467680608365019,0.9408798972382787,0.9629629850387573,0.9629629629629629,0.9299367669537641
