Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
77,0.7864,0.1343,0.0781,0
692,0.862,0.6509,0.6303,33.05
1245,0.8675,0.6805,0.648,33.88
1743,0.8614,0.6917,0.6819,33.78
2191,0.8842,0.7426,0.7464,30.58
2594,0.8852,0.7533,0.759,27.97
2957,0.8911,0.7577,0.7588,25.69
3284,0.8966,0.77,0.7692,22.64
3578,0.8968,0.7723,0.7739,20.48
3842,0.9019,0.7719,0.7781,18.42
3886,0.9008,0.7736,0.7728,16.86
4120,0.9047,0.782,0.7772,16.21
4330,0.9048,0.7796,0.7778,14.68
4530,0.9,0.7772,0.7773,13.51
4663,0.8997,0.7801,0.7792,12.03
4863,0.8995,0.7802,0.7789,11.28
5063,0.8994,0.7782,0.7778,9.87
5263,0.9038,0.7779,0.7765,8.55
5441,0.9056,0.787,0.7852,7.46
5641,0.9061,0.785,0.7814,6.09
5841,0.9056,0.7834,0.7816,4.83
6041,0.9056,0.7894,0.7854,3.45
6218,0.9066,0.7918,0.7896,2.18
