strategy,50,60,70,80
lc,71.73,72.15,69.79,70.59
mc,70.98,72.91,73.46,75.56
kmeans,72.35,70.77,75.17,71.94
coreset,71.08,73.09,66.59,75.07
besra,72.12,73.8,74.95,74.25
comal,72.71,72.43,72.46,74.15
random,67.93,72.64,71.91,68.43
passive,74.62,74.62,74.62,74.62
