strategy,50,60,70,80
lc,68.09,65.14,65.75,63.93
mc,64.19,66.99,66.6,65.77
kmeans,63.28,64.54,65.22,62.59
coreset,62.59,64.09,65.09,66.22
besra,65.59,68.14,66.54,65.4
comal,68.22,68.11,66.93,69.28
random,64.91,65.83,66.41,67.15
passive,68.09,68.09,68.09,68.09
