strategy,50,60,70,80
lc,70.54,69.09,67.91,66.06
mc,66.73,65.95,65.86,68.68
kmeans,66.73,67.0,65.97,68.22
coreset,63.86,64.54,65.08,67.87
besra,68.41,67.45,68.46,68.59
comal,68.46,68.64,65.01,68.98
random,66.8,66.29,67.75,65.64
passive,70.54,70.54,70.54,70.54
