strategy,50,60,70,80
lc,153,157,148,151
mc,153,153,160,161
kmeans,150,153,155,156
coreset,145,154,152,160
besra,144,152,160,161
comal,150,154,154,151
random,146,155,145,151
passive,160,160,160,160
