strategy,50,60,70,80
lc,69.27,72.62,69.81,70.66
mc,71.0,71.26,70.81,71.1
kmeans,68.22,68.72,68.32,71.11
coreset,68.0,69.36,70.51,71.68
besra,69.13,69.84,70.04,71.48
comal,70.97,71.23,68.93,69.8
random,69.26,69.21,70.1,69.87
passive,69.8,69.8,69.8,69.8
