Data Used,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro,Sampling Duration
142,0.837442139784495,0.9060789676176343,0.8979075241370488,0.7991826136906942,0.7991826179586132,0.7953300396778458,0.828896681467692,0.8288966725043783,0.4034971397951372,0.0
357,0.923437496026357,0.9534350474426038,0.9496069705382117,0.8568079868952433,0.8568079803074381,0.8033304196098144,0.9133099913597107,0.9133099824868652,0.6578267225851214,143.55718660354614
550,0.9424189726511637,0.9646917239571057,0.9620636163981716,0.8931467334429423,0.8931467397545975,0.8487651264085218,0.935551663239797,0.9355516637478107,0.7694475483907816,165.9603180885315
724,0.946932872136434,0.9672943644526285,0.964419954530705,0.880183200041453,0.8801832043635796,0.8353279803079584,0.9388207991917928,0.9388207822533566,0.7778751869604855,153.11442351341248
880,0.9539351860682169,0.9715772693549726,0.9690713365229842,0.9014125863711039,0.9014126089272718,0.8687961472118321,0.946468194325765,0.9464681844716871,0.8161109751159416,157.1884207725525
1021,0.9577546318372091,0.9738907279225928,0.9713183697412182,0.9086100061734518,0.9086100156946993,0.8794033522380754,0.9509632190068563,0.9509632224168127,0.8395057418372539,137.9832305908203
1148,0.9589120149612427,0.974555232155914,0.9721477323916803,0.90707794825236,0.9070779486809766,0.8788169948457223,0.9524810314178467,0.9524810274372446,0.8344135128846691,132.95516848564148
1262,0.9608796437581381,0.9757288443628714,0.9732196813731923,0.9059788386027018,0.9059788539299203,0.8767702928311657,0.9541739622751871,0.954173963806188,0.8398105661882237,122.2222650051117
1365,0.9624421199162801,0.9767140102807627,0.9744048803684938,0.9129447937011719,0.9129448095071209,0.8865527336839755,0.9562171697616577,0.9562171628721541,0.8388304787551695,101.58052778244019
1427,0.9634837905565897,0.9773879667747218,0.9750771331592275,0.9169685244560242,0.9169685196107745,0.8910159003703372,0.9569177031517029,0.9569176882661997,0.8562112237906527,98.1501898765564
1513,0.964004635810852,0.9776869359282085,0.9755913901775078,0.9197687307993571,0.9197687248245421,0.8940872307510391,0.9580852389335632,0.9580852305896088,0.8600055221235109,87.8368809223175
1590,0.9623842636744181,0.9766808037910542,0.9743580646699742,0.9113016724586487,0.9113016505277667,0.8848005170084688,0.9558668931325277,0.9558669001751312,0.8498212476054166,73.77175164222717
1660,0.963252325852712,0.977177178716798,0.9748460991080372,0.9102607369422913,0.9102607209749126,0.8831369275969635,0.957092821598053,0.9570928196147109,0.8607229966889958,70.388498544693
1712,0.9637152949968973,0.9774908756817281,0.9751346430091079,0.9161381125450134,0.9161380982631986,0.8907136847751896,0.9577933549880981,0.9577933450087567,0.8782497613377988,64.01894974708557
1770,0.9635995427767435,0.9774367945762114,0.9751947595486289,0.9158472021420797,0.9158471839700185,0.8903763160292636,0.9575598438580831,0.9575598365440747,0.8633454983493435,55.01205778121948
1822,0.9645833174387614,0.9780409582620596,0.9758217895793684,0.9156935016314188,0.9156934890417533,0.8902956468077646,0.9582603573799133,0.9582603619381201,0.8580659196380939,52.372541189193726
1872,0.9652199149131775,0.9783967218712656,0.9762932605350998,0.9133765697479248,0.9133765554298244,0.8874393460805855,0.9591943820317587,0.9591943957968477,0.8766887744670256,44.83073043823242
1922,0.9639467597007751,0.9776450934920019,0.9754745019376045,0.9157813588778178,0.9157813540040881,0.8888750461328075,0.9582019845644633,0.9582019848219497,0.8679973812113989,41.70440673828125
1972,0.9642361005147299,0.9777609082601119,0.975476695813963,0.9102293252944946,0.9102293302517989,0.88335976264881,0.9584354956944784,0.9584354932866317,0.8718365608104891,34.52179026603699
1997,0.9652198950449625,0.9783841269522475,0.9761620824825465,0.9144708712895712,0.9144708570016769,0.8894020432703647,0.9596030314763387,0.9596030356100408,0.8787931760027122,30.398986101150513
2047,0.965682864189148,0.9786638409882684,0.976411689385733,0.9128126899401346,0.9128126861226921,0.8872500208316607,0.9595446785291036,0.9595446584938703,0.8741342648803849,27.20878267288208
2097,0.965624988079071,0.978650929735442,0.9765592728651654,0.9154387911160787,0.9154387958675864,0.8892743159655034,0.9599532882372538,0.9599532983070637,0.883077211331999,23.552937507629395
2147,0.9649884303410848,0.9782731459361473,0.9761529946136968,0.9213658173878988,0.9213658142001927,0.8981165479440646,0.9594862858454386,0.9594862813777,0.886076665987126,18.436378717422485
2197,0.9664930701255798,0.9791558007175807,0.9769195690890085,0.9189683198928833,0.9189683224273418,0.8961072117544427,0.9611792167027792,0.9611792177466434,0.8928187678461571,12.899728298187256
2247,0.9662037094434103,0.978977332745189,0.976693303197567,0.9140710433324178,0.9140710266647539,0.8885420384704684,0.9604203104972839,0.9604203152364272,0.8785581201766419,6.6550962924957275
2283,0.9661747713883718,0.9789838622007515,0.9768422233319835,0.9177778164545695,0.9177778042510686,0.8928752176265146,0.9604203204313914,0.9604203152364272,0.8781344865492248,3.4385855197906494
