Trial,Accuracy,F1 Micro,F1 Macro
1,0.95625,0.95625,0.8889578042808198
2,0.95625,0.95625,0.8847136030537891
3,0.9552083333333333,0.9552083333333333,0.8823445034391789
4,0.9557291666666666,0.9557291666666666,0.8872551282726469
5,0.9557291666666666,0.9557291666666666,0.8860338236733613
