Data Used,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro,Sampling Duration
142,0.8506944179534912,0.9136546184738957,0.9092233954809416,0.7756097316741943,0.775609756097561,0.7398548925487598,0.8418564200401306,0.8418563922942205,0.41307827257336616,0.0
571,0.9388889074325562,0.9627276577721303,0.9600461084416786,0.8992416262626648,0.8992416034669556,0.861461737719999,0.9322241544723511,0.9322241681260944,0.7532862217656374,57.38458275794983
914,0.9515625238418579,0.9701891227695266,0.9676094861514443,0.9086395502090454,0.9086395233366436,0.8738177737099024,0.9462347030639648,0.9462346760070052,0.8193645314982703,56.47283744812012
1188,0.9590277671813965,0.9745525124002588,0.9719761779267431,0.8901098966598511,0.8901098901098901,0.8578840514324385,0.9507880806922913,0.9507880910683012,0.829216221521355,46.72549033164978
1408,0.9611111283302307,0.9759553456419063,0.9739353220178438,0.9163498282432556,0.9163498098859315,0.8898492232713981,0.9546409845352173,0.9546409807355516,0.8623896727052459,37.45039129257202
1427,0.9631944298744202,0.977150247898254,0.9750850873288801,0.9090073704719543,0.9090073529411765,0.8824688609915381,0.9565674066543579,0.9565674255691767,0.8543146860107443,30.76395893096924
1599,0.9633680582046509,0.9772113619181337,0.9748793978199274,0.9024389982223511,0.9024390243902439,0.8721227730905481,0.9569177031517029,0.9569176882661997,0.853360778452618,29.23163104057312
1712,0.9633680582046509,0.9773093881062479,0.9752052239724188,0.9194002151489258,0.9194001874414246,0.8941673356031039,0.957618236541748,0.9576182136602451,0.867149800425986,23.850139617919922
1827,0.9631944298744202,0.977165015079707,0.9750621394862051,0.9168207049369812,0.9168207024029574,0.8918389379823264,0.9577933549880981,0.9577933450087567,0.8605946482493015,20.12918996810913
1919,0.964756965637207,0.9781226425261343,0.9759768649610573,0.9143646359443665,0.914364640883978,0.8914461062237007,0.957618236541748,0.9576182136602451,0.8522500190763018,16.2580463886261
1992,0.964756965637207,0.978013646702047,0.9754892179480048,0.9037102460861206,0.9037102473498233,0.8762822923090035,0.9584938883781433,0.9584938704028021,0.8828736013663174,13.194827795028687
1997,0.965624988079071,0.9786038469850875,0.9763862659072717,0.9162916541099548,0.9162916291629163,0.8930400404970202,0.9607706069946289,0.9607705779334502,0.8971060093104211,10.751325845718384
2055,0.9654513597488403,0.978562964558871,0.9764456834925245,0.9224376678466797,0.9224376731301939,0.8997734844612104,0.9602451920509338,0.960245183887916,0.8813097421950353,10.571965456008911
2105,0.9652777910232544,0.9784714747039827,0.9767821286380552,0.9191449880599976,0.9191449814126395,0.892326608826476,0.9591944217681885,0.9591943957968475,0.8548527655820483,8.519882202148438
2155,0.9652777910232544,0.9784622011630412,0.9764044784287282,0.9212962985038757,0.9212962962962963,0.8969436726446072,0.9598948955535889,0.9598949211908933,0.8668494674670123,6.919520139694214
2205,0.9661458134651184,0.9789303079416531,0.9765867458913986,0.9108108282089233,0.9108108108108108,0.883291789642717,0.9604203104972839,0.9604203152364272,0.8899160350841033,5.196100234985352
2255,0.9664930701255798,0.9792003448647483,0.9773413141047357,0.9218031167984009,0.921803127874885,0.8992830615245925,0.960595428943634,0.9605954465849387,0.8741186072253422,3.605645179748535
2283,0.9668402671813965,0.9793580460391224,0.9770586250054979,0.9154676198959351,0.9154676258992805,0.8901310506333904,0.9614710807800293,0.9614711033274956,0.8716615863284511,2.0440144538879395
