Data Used,Accuracy,F1 Micro,F1 Macro
658,0.8751550316810608,0.5328848161466188,0.24469704642689072
1646,0.8959263563156128,0.6743622077796101,0.49092251114108976
2535,0.9065600037574768,0.7183703980564381,0.5813618925956804
3336,0.9069010615348816,0.7290933694181326,0.5909264434101593
4056,0.91635662317276,0.7480859010270775,0.6395624631068175
4704,0.9156125783920288,0.7614791447599019,0.6432541391046932
5288,0.9173797369003296,0.7551676619200736,0.6007918990597508
5813,0.9192398190498352,0.7589079130032392,0.6454628950813566
6286,0.9219679832458496,0.7700319780721792,0.6874555492644642
6584,0.9220920205116272,0.7693860695604295,0.6652513099155625
6980,0.919394850730896,0.7732821764911058,0.6639473339254656
7336,0.9243241548538208,0.777057265503699,0.6906638693432928
7656,0.926308274269104,0.7782442392014182,0.6754256205710979
7901,0.9265562891960144,0.7799758521408007,0.7022730505182976
8165,0.9248201847076416,0.7817870961936471,0.6776412273517837
8403,0.9204179048538208,0.778382111715445,0.6737277769202664
8617,0.925967276096344,0.7831062670299729,0.6749462870146906
8817,0.9274243712425232,0.7913361262144576,0.7118594228508592
9017,0.9272693395614624,0.7900858983536148,0.6980235249326512
9217,0.925595223903656,0.7821350762527233,0.6413491762388019
9218,0.9281374216079712,0.7899601304820588,0.7099987795616175
9418,0.926680326461792,0.7851757652829504,0.7100928730429593
9618,0.9265252947807312,0.7873676655302352,0.6623238306770003
9818,0.9266182780265808,0.7892815810558177,0.7056832989745754
10018,0.925967276096344,0.7861364857603439,0.7011112838860162
10218,0.9264633059501648,0.7877214963307679,0.708180771267889
10418,0.9285094141960144,0.7932209469153515,0.6771707562174288
10535,0.9289124608039856,0.7904979442667884,0.6605852748590985
