Data Used,Accuracy,F1 Micro,F1 Macro
658,0.879619300365448,0.63529632760402,0.34682802579279093
1646,0.892392098903656,0.6971468458249716,0.4366610096201411
2535,0.9064980149269104,0.7194940476190477,0.516482059333813
3335,0.9116443395614624,0.7422214182344429,0.5776995846518219
4055,0.9152715802192688,0.7544694995957237,0.6003084927512685
4703,0.9141554832458496,0.753976010661928,0.5891387965885989
5287,0.92026287317276,0.7626868425908838,0.6121281894780387
5812,0.9192398190498352,0.7650401370975015,0.62484611266519
6285,0.920820951461792,0.769702434625789,0.6405755342071129
6584,0.9194878339767456,0.7670643107005113,0.641344038132001
6980,0.9214409589767456,0.7727354260089686,0.6475759982343366
7336,0.9209449291229248,0.7736552458725369,0.6591149730171595
7656,0.9208829402923584,0.7744387484532439,0.6563950719020518
7901,0.9205108880996704,0.7740571025731406,0.6414302324524354
8165,0.9219369888305664,0.7764559659090908,0.6691150568801008
8402,0.9208519458770752,0.778057897939668,0.683224175578053
8616,0.92348712682724,0.7802706552706552,0.6325772870821066
8816,0.9233320951461792,0.7789003129190881,0.6883879613842617
9016,0.922929048538208,0.7788256227758008,0.6540685910302381
9216,0.925068199634552,0.7777062448266348,0.6475972405870482
9218,0.920448899269104,0.7777585310930192,0.6719670551099255
9418,0.9224950671195984,0.7784866205918837,0.7013298641280404
9618,0.921875,0.7765561269728676,0.6851029219211964
9818,0.924541175365448,0.7842581102641376,0.6798781283793055
10018,0.9249131679534912,0.7814868278599784,0.6940948298804949
10218,0.924541175365448,0.7862662451703547,0.6980268887324296
10418,0.9244791865348816,0.7803426510369703,0.6948215539912245
10535,0.9245101809501648,0.7809660879733741,0.6650282141115346
