Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
658,0.8867807388305664,0.6312600969305332,0.34552550076477595,0.0
1646,0.890625,0.6744186046511628,0.41560224203826857,42.16272044181824
2535,0.8938801884651184,0.6678956049286893,0.4217710063632121,38.64645338058472
3335,0.8981274962425232,0.6976444608023555,0.4884834305093709,35.27652907371521
4055,0.9014136791229248,0.7052826691380908,0.4932552308602802,31.758824586868286
4703,0.9052889347076416,0.7213354008939159,0.5289625073976095,28.783121347427368
5287,0.9021267294883728,0.7227540177395275,0.5345137657143861,25.859357833862305
5812,0.9127604365348816,0.7457535236718469,0.5865987030298682,23.151296138763428
6285,0.916728675365448,0.7611595233860929,0.6018926928567297,21.12053370475769
6584,0.91796875,0.7607594936708861,0.6099839535545234,19.00256586074829
6980,0.9205729365348816,0.7672178811557332,0.6129100170166454,17.79167652130127
7336,0.91958087682724,0.768888096935139,0.6362586401639801,16.202954053878784
7656,0.9204798936843872,0.7751380731130008,0.6205278199184275,14.578745365142822
7901,0.921875,0.7721106890938687,0.6212110788057807,13.224647521972656
8165,0.9253782033920288,0.7790729692519505,0.6232420987537698,12.096262693405151
8402,0.9265872836112976,0.782632641821186,0.6731694034388979,11.169968843460083
8616,0.9236730933189392,0.7774765003615329,0.6284644113074245,9.929472923278809
8816,0.9253782033920288,0.7837570748360434,0.6359372114602847,9.112999677658081
9016,0.9238591194152832,0.7790174554615801,0.6426248508352033,8.483196020126343
9216,0.9258122444152832,0.7813613522156238,0.6325957204454102,7.522687911987305
9218,0.923456072807312,0.7799269097067475,0.6604601844372527,6.881117820739746
9418,0.9249442219734192,0.7817936007210454,0.6902648124925713,6.579893350601196
9618,0.9265562891960144,0.7869795881665317,0.6557888888713431,5.97431492805481
9818,0.9289124608039856,0.7888776355768345,0.7038443428595617,5.019226312637329
10018,0.9276723861694336,0.7849967744908304,0.6961465624427978,4.2658960819244385
10218,0.9300905466079712,0.7889169708883274,0.694733933561461,3.676143169403076
10418,0.9289434552192688,0.7847887323943661,0.7252311787315896,2.8376078605651855
10535,0.931113600730896,0.7964455844631735,0.7271045458358864,2.138671875
