Data Used,Accuracy,F1 Micro,F1 Macro
658,0.8741319179534912,0.5196403218173213,0.23726290958621687
1646,0.8965153694152832,0.6819740853658536,0.4801255049264223
2535,0.905722975730896,0.7176678117166465,0.5523096180880955
3335,0.9069320559501648,0.7249404434671066,0.5541201144108636
4055,0.9170076847076416,0.7501166806683469,0.5914492229375697
4703,0.9182787537574768,0.7506149479659413,0.6023159136719123
5287,0.921875,0.7682545521427259,0.6329810991886275
5812,0.9206659197807312,0.7647329226808862,0.6074373294237744
6285,0.9210379719734192,0.7684334939539957,0.6567794126565447
6584,0.9186508059501648,0.7640287769784173,0.646027458904092
6980,0.9218130111694336,0.7713093942691329,0.6298163188861909
7336,0.9227430820465088,0.7732896652110626,0.6444083559918813
7656,0.9238901138305664,0.7788885886697289,0.6687001391025648
7901,0.9226500391960144,0.7729134431600984,0.650122244580467
8165,0.9249442219734192,0.7788031064412972,0.6835249040898409
8402,0.9228670597076416,0.7798619713325075,0.6330519638489657
8616,0.9214719533920288,0.7742625434453257,0.6237474954573828
8816,0.9271143078804016,0.7802598373679783,0.6830659402137004
9016,0.9247891902923584,0.7811259473114399,0.6866445940527889
9216,0.9248511791229248,0.7799164699473398,0.6916531343788006
9218,0.9241071343421936,0.7827861579414374,0.6614232976491118
9418,0.9252852201461792,0.7857777777777777,0.6688514561137683
9618,0.9270523190498352,0.7867693701857725,0.7068474165408656
9818,0.9267733097076416,0.7869000360880548,0.7056535991671344
10018,0.9276413917541504,0.7895780742877749,0.6539453413367117
10218,0.9284784197807312,0.7904441820328821,0.7034050537894089
10418,0.9286954402923584,0.7925311203319502,0.7093537464876732
10535,0.9281684160232544,0.7934016941596077,0.698669572211838
