Batch Size,Sequence Length,Accuracy,F1 Micro,F1 Macro
64,48,0.92348712682724,0.7736610418195157,0.6714756322346297
64,64,0.9220920205116272,0.7737055380459252,0.6812394757021573
64,80,0.9266182780265808,0.7811373092926492,0.7044228121624011
64,96,0.9232701063156128,0.7803319428419278,0.688198898603886
96,48,0.9246651530265808,0.774666172106825,0.6624346072520894
96,64,0.9221540093421936,0.7746971736204576,0.6753148278878669
96,80,0.9246651530265808,0.7747914735866543,0.6804456193062257
96,96,0.922774076461792,0.7764917003140421,0.646588049539444
