Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
658,0.878534197807312,0.606151990349819,0.3108967938485835,0.0
1646,0.8966394066810608,0.6752386518605104,0.4753507965280921,0.0007126331329345703
2535,0.9014136791229248,0.7122171945701358,0.5454453724588852,0.0005841255187988281
3335,0.9067150354385376,0.7294308065821419,0.5570750244067184,0.0006022453308105469
4055,0.9113343358039856,0.7296786389413988,0.5825671980926034,0.0004863739013671875
4703,0.911396324634552,0.7424297043979813,0.6114019909318851,0.0004191398620605469
5287,0.9109622836112976,0.7447111111111111,0.6012473426912625,0.00044465065002441406
5812,0.916728675365448,0.7532157295112091,0.612691558826728,0.00036263465881347656
6285,0.9168837070465088,0.7562062380649268,0.6215087205756605,0.00033402442932128906
6584,0.9191468358039856,0.7611284117970324,0.6403150570497635,0.1934361457824707
6980,0.9182167649269104,0.7620422154068195,0.632999213233435,0.0004017353057861328
7336,0.9207899570465088,0.7663893206546585,0.6659273142903134,0.0003790855407714844
7656,0.9199528694152832,0.7653153972005089,0.6698344050966486,0.0002827644348144531
7901,0.9204179048538208,0.7693828047794449,0.672120449958626,0.23282694816589355
8165,0.9210379719734192,0.7683071045210588,0.6403976976686443,0.0002124309539794922
8402,0.9231460690498352,0.7657564017764339,0.6732852988851028,0.0002224445343017578
8616,0.9186508059501648,0.7678287028844453,0.6763498475430255,0.00019669532775878906
8816,0.9223710298538208,0.7730650715968824,0.6695712856190096,0.0002052783966064453
9016,0.9232701063156128,0.7711511789181692,0.6704100671228375,0.0002205371856689453
9216,0.9238901138305664,0.7769195820081782,0.6937846479292141,0.0001804828643798828
9218,0.9216579794883728,0.7733835530445701,0.6705454819816468,0.25778985023498535
9418,0.9230220913887024,0.7717621104880963,0.6614575481866102,0.0001876354217529297
9618,0.924727201461792,0.7762624401032069,0.6982984558441592,0.00023293495178222656
9818,0.9223710298538208,0.7721150345831818,0.6453208019092372,0.0002384185791015625
10018,0.92416912317276,0.7779190121663337,0.6915203435972078,0.00020694732666015625
10218,0.9234250783920288,0.7760652765185857,0.6985468106685198,0.0001850128173828125
10418,0.9237661361694336,0.7783286757414585,0.6820004753318871,0.00016307830810546875
10535,0.9225260615348816,0.7792207792207791,0.7034987268320468,0.2955150604248047
