Trial,Accuracy,F1 Micro,F1 Macro
1,0.9224330186843872,0.7779158530090536,0.706892230169346
2,0.9264633059501648,0.7809383080901366,0.6889493073515247
3,0.9258432388305664,0.780066200809121,0.6877739354478399
4,0.9213789701461792,0.7771137282474953,0.7114317642183652
5,0.9230220913887024,0.7774890223138273,0.6773354466186139
