Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
658,0.8758370280265808,0.5957403855859493,0.27833014085444124,0.0
1646,0.8973524570465088,0.6974874371859296,0.5144513857528229,126.67819237709045
2535,0.906436026096344,0.7219970523212971,0.5427324749756126,121.11275672912598
3335,0.9119543433189392,0.7400219699743684,0.5789092209296168,109.23849129676819
4055,0.9123263955116272,0.7492463202695514,0.6025219460783356,98.47646450996399
4703,0.9134734869003296,0.7566059126188192,0.6170315760690427,88.71843957901001
5287,0.9213169813156128,0.7690627843494084,0.6445601762147756,80.04164791107178
5812,0.9224950671195984,0.7719810288215979,0.6544354709961253,71.91887164115906
6285,0.9266182780265808,0.7768033946251768,0.6870749467492837,64.9467442035675
6584,0.9249131679534912,0.7771849126034959,0.6740990416215279,59.38187551498413
6980,0.9255642294883728,0.7796641277415801,0.6796607568479839,54.633363246917725
7336,0.9244481921195984,0.7819239373601788,0.6772761225266001,49.43590497970581
7656,0.9252852201461792,0.786989570443698,0.6867669523710278,44.365737199783325
7901,0.9258742332458496,0.7826956284649642,0.6741153909605506,40.345876693725586
8165,0.9251611828804016,0.7796238816870549,0.6742671760950559,36.85716509819031
8402,0.9241381287574768,0.7845002201673272,0.6955895181511184,33.37836527824402
8616,0.9242621660232544,0.7785332245489983,0.6834217462296183,30.349610805511475
8816,0.9255642294883728,0.7772933865133105,0.6685292627048341,27.195678234100342
9016,0.925409197807312,0.7834773218142548,0.6923161281159723,24.568541049957275
9216,0.9257192611694336,0.7779836916234247,0.6949969519471623,21.863664627075195
9218,0.9260602593421936,0.7784898300362217,0.6798232400588455,19.500102996826172
9418,0.9239211082458496,0.7793959007551241,0.6932137205540555,19.184688568115234
9618,0.9256262183189392,0.7802912354611228,0.683081059393705,16.38009786605835
9818,0.924882173538208,0.7767848917549516,0.6714718550544566,13.646080017089844
10018,0.9267423152923584,0.7793856782746709,0.6758683439969757,11.007290840148926
10218,0.9259362816810608,0.7798359598193715,0.6807070678610448,8.21518063545227
10418,0.9237351417541504,0.7772546178920682,0.6969087811794878,5.344977855682373
10535,0.9258742332458496,0.7834042938671981,0.705395934367676,2.917663097381592
