Data Used,Accuracy,F1 Micro,F1 Macro
658,0.8751550316810608,0.5328848161466188,0.24469704642689072
1646,0.9040798544883728,0.7137305699481866,0.5302980683265631
2535,0.9118923544883728,0.7325931501693639,0.5598280139407046
3335,0.9184647798538208,0.7562106043752318,0.6002392759832379
4055,0.9193638563156128,0.7604751818767843,0.6208198751995836
4703,0.9186198115348816,0.7679660567488731,0.6095087308554159
5287,0.9241071343421936,0.7749586321014892,0.6290322928269846
5812,0.9249442219734192,0.7818722407424092,0.6733403643553549
6285,0.9257192611694336,0.7844548398704569,0.6444215549257273
6584,0.9267113208770752,0.7848953594176523,0.6622603151401676
6980,0.927548348903656,0.7857339323370311,0.6768563088365553
7336,0.9231770634651184,0.7858994297563505,0.6851733563204864
7656,0.9258742332458496,0.784885290148448,0.6636401220046103
7901,0.928261399269104,0.7858597075698687,0.6974234590443746
8165,0.9278584122657776,0.7881656804733729,0.678459266349729
8402,0.9284784197807312,0.7859727247425551,0.6995316944627783
8616,0.927207350730896,0.787549764748462,0.7036058956771706
8816,0.9288504719734192,0.7863725216419993,0.6975499069691903
9016,0.92348712682724,0.7876075731497417,0.7101852278872869
9216,0.9229910969734192,0.7846740638002774,0.6459121394200305
9218,0.9277033805847168,0.7899099099099098,0.6809781703289293
9418,0.9262772798538208,0.7878679750223015,0.7008214099865264
9618,0.9258122444152832,0.7885482018202704,0.657807684503508
9818,0.9264633059501648,0.786767349874146,0.6967917754625631
10018,0.927021324634552,0.7919759632378931,0.7144437132977687
10218,0.9285094141960144,0.7907441016333938,0.7054122147813984
10418,0.92934650182724,0.7911282192283017,0.7131095642289899
10535,0.9281994104385376,0.7912385073012439,0.6943188746431971
