strategy,50,60,70,80
lc,74.82,77.51,79.15,74.65
mc,78.32,79.0,80.3,76.19
kmeans,74.56,80.69,78.33,78.55
coreset,76.87,78.79,78.05,78.52
besra,80.0,78.65,78.85,79.14
comal,78.29,78.99,77.08,77.74
random,75.0,75.47,76.53,77.74
passive,80.14,80.14,80.14,80.14
