strategy,50,60,70,80
lc,68.85,69.05,71.94,69.26
mc,68.25,66.94,70.04,66.67
kmeans,66.67,70.68,68.94,70.94
coreset,66.11,69.23,68.0,67.25
besra,67.48,68.6,68.31,69.46
comal,68.55,67.47,66.14,68.25
random,67.23,66.67,68.29,67.2
passive,71.37,71.37,71.37,71.37
