strategy,50,60,70,80
lc,66.95,68.85,72.65,70.63
mc,67.77,69.67,67.51,71.67
kmeans,64.1,69.11,69.87,70.89
coreset,71.37,69.33,69.11,65.8
besra,67.51,69.75,70.29,69.46
comal,70.97,69.14,71.09,71.6
random,68.09,64.41,69.6,66.67
passive,69.42,69.42,69.42,69.42
