strategy,50,60,70,80
lc,97,98,98,95
mc,95,98,100,97
kmeans,96,102,99,102
coreset,96,97,95,99
besra,93,99,98,100
comal,97,93,89,95
random,97,94,98,95
passive,101,101,101,101
