strategy,50,60,70,80
lc,108,109,107,109
mc,108,111,111,109
kmeans,105,112,106,110
coreset,108,108,107,108
besra,105,108,108,111
comal,111,105,108,112
random,105,102,107,106
passive,109,109,109,109
