strategy,50,60,70,80
lc,97,99,103,101
mc,95,97,96,101
kmeans,97,100,103,103
coreset,100,102,96,96
besra,96,99,103,99
comal,100,96,100,103
random,96,94,97,96
passive,100,100,100,100
