strategy,50,60,70,80
lc,102,104,109,96
mc,107,109,108,101
kmeans,100,112,108,106
coreset,104,102,103,107
besra,108,107,107,108
comal,104,110,103,105
random,99,101,105,104
passive,106,106,106,106
