Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8678,0.68,0.6722
2137,0.8825,0.7372,0.7287
3362,0.9002,0.7696,0.7609
3886,0.9013,0.771,0.7654
4586,0.9042,0.7805,0.7742
4663,0.9022,0.7763,0.7691
5130,0.9038,0.7773,0.7746
5441,0.8986,0.7761,0.7745
5675,0.9048,0.7849,0.7819
5875,0.9066,0.787,0.7851
6075,0.9038,0.7849,0.7812
6218,0.9111,0.7858,0.7775
