Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8678125143051147,0.6873614190687363,0.6840429536177318
971,0.8773437738418579,0.7162992410552944,0.720139214374877
1496,0.8918750286102295,0.7394578313253012,0.7353589866654364
1969,0.8943750262260437,0.7571839080459769,0.7576735072936106
2394,0.8993750214576721,0.7670043415340085,0.7647173485723255
2777,0.903124988079071,0.772560528246515,0.7692255420464489
3122,0.9053124785423279,0.7738805970149255,0.7719775539437297
3432,0.9092187285423279,0.7686180804460375,0.7613826699389066
3711,0.9068750143051147,0.770945426594927,0.7671017329639385
3886,0.9021875262260437,0.7738439306358381,0.773309510293086
4120,0.8995312452316284,0.7731922398589065,0.7747810882327639
4330,0.9051562547683716,0.7782243332115455,0.773907963314152
4530,0.9057812690734863,0.7830154731917957,0.7832155582241731
4663,0.9043750166893005,0.7733333333333334,0.7733730859354698
4863,0.9060937762260437,0.774314682688697,0.7723622310034367
5063,0.903124988079071,0.7816901408450705,0.7786894610426089
5263,0.9035937786102295,0.7794065069717554,0.7783379454754874
5441,0.9042187333106995,0.7790990990990991,0.7788766954191693
5641,0.9021875262260437,0.7805049088359046,0.7808052342579459
5841,0.9079687595367432,0.7749331295376385,0.7697441858704122
6041,0.905468761920929,0.7774917248988599,0.7763786849738874
6218,0.9007812738418579,0.7768014059753955,0.7759699195187478
