Batch Size,Sequence Length,Accuracy,F1 Micro,F1 Macro
16,64,0.9005101919174194,0.7697416974169742,0.7641835317750015
16,80,0.9046556353569031,0.7791728212703102,0.7725942576876671
16,96,0.9043367505073547,0.7841726618705036,0.7813937622020237
16,128,0.8998724222183228,0.7817929117442669,0.7799773310783507
32,64,0.9020312428474426,0.7738910926794086,0.7684182600755287
32,80,0.9007812738418579,0.778976679429168,0.7760584641887147
32,96,0.905468761920929,0.7841598287549054,0.7801617852555136
32,128,0.9043750166893005,0.7800143781452192,0.776431204744014
