Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8678125143051147,0.6873614190687363,0.6840429536177318
971,0.8668749928474426,0.6748091603053434,0.6622785530311004
1496,0.8734375238418579,0.6973094170403588,0.6910101189411628
1969,0.8873437643051147,0.7178082191780821,0.704159031744943
2394,0.8870312571525574,0.7301231802911534,0.7237849222983317
2777,0.8912500143051147,0.7329240214888719,0.722005984384064
3122,0.8942187428474426,0.7474822827303247,0.7439627796291535
3432,0.8964062333106995,0.7489587277546385,0.7476300727056028
3711,0.8995312452316284,0.755977229601518,0.749800483552606
3886,0.8957812786102295,0.7523208317861122,0.7489461130385442
4120,0.9039062261581421,0.7664261298898594,0.7630151758392715
4330,0.9034374952316284,0.7617579028527371,0.7524422857496481
4530,0.9014062285423279,0.7677585572322414,0.762655195803257
4663,0.9064062237739563,0.7691714836223507,0.7632265623949136
4863,0.9029687643051147,0.7729433272394882,0.7722753100470562
5063,0.9035937786102295,0.7702048417132215,0.7707881861589969
5263,0.9092187285423279,0.7755890305137119,0.7673035962620128
5441,0.905468761920929,0.7710934544078699,0.767091630822507
5641,0.9078124761581421,0.782448377581121,0.7807293866003595
5841,0.9068750143051147,0.7787676317743132,0.7763689919615437
6041,0.9067187309265137,0.7794606575544883,0.7781816832271813
6218,0.9018750190734863,0.7765124555160143,0.7751065258440513
