Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
388,0.645016077170418,0.6983130639466456,0.6988310815140784,0.0
971,0.667524115755627,0.7187141216991965,0.7148125148942658,21.872077703475952
1496,0.6855305466237942,0.7320365224295357,0.7251209500614613,21.811975717544556
1969,0.7080385852090032,0.75,0.7437858710152434,22.13119077682495
2394,0.6379421221864952,0.7082758620689654,0.7118958722992362,21.977972745895386
2777,0.704823151125402,0.7548906789413118,0.7531985875351213,22.147423028945923
3122,0.7189710610932476,0.7682832948421863,0.7633674206873484,21.862508296966553
3432,0.7234726688102894,0.7758816837315131,0.7672673502313925,21.784526109695435
3711,0.7202572347266881,0.776064610866373,0.7700042310802011,21.79129981994629
3886,0.6964630225080386,0.7682656826568266,0.7730194282793329,21.84348750114441
4120,0.7286173633440515,0.7857683573050719,0.7836464463350593,21.982465028762817
4330,0.6565916398713826,0.7536882617062218,0.7633471177139354,21.631335496902466
4530,0.7344051446945338,0.7822675559042761,0.7720210786091728,21.908281087875366
4663,0.7144694533762058,0.7655172413793103,0.7646261047709063,21.7989239692688
4863,0.729903536977492,0.7826415094339623,0.7790948984698984,21.71051001548767
5063,0.729903536977492,0.7822878228782287,0.7743768165345561,21.70553231239319
5263,0.7434083601286173,0.7954802259887005,0.7918416870908791,21.64809226989746
5441,0.7318327974276527,0.7897058823529413,0.7869965737338903,21.715508699417114
5641,0.7440514469453376,0.7908028646814926,0.7828671283469129,21.635748863220215
5841,0.729903536977492,0.7787610619469026,0.7731016594953999,21.648969650268555
6041,0.7356913183279743,0.7860585836114201,0.7778967153811804,21.552570819854736
6218,0.7369774919614148,0.7776946107784432,0.7744923024609314,21.709407806396484
