Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8720312714576721,0.6666666666666666,0.6441314507179139
971,0.8931249976158142,0.7447761194029852,0.7414233153962355
1496,0.90234375,0.7776591960156528,0.7702354085764755
1969,0.9024999737739563,0.7710931768158474,0.7647224051136557
2394,0.8982812762260437,0.7743500866551127,0.7736108448166316
2777,0.9064062237739563,0.7838325514254781,0.7771724232214879
3122,0.9026562571525574,0.7789996452642781,0.7713671458802671
3432,0.9082812666893005,0.7945397269863493,0.78747420856559
3711,0.9075000286102295,0.7958620689655171,0.7928936906390852
3886,0.9096875190734863,0.7969079409697822,0.7936155879627675
4120,0.9089062213897705,0.7946460021134203,0.7915996027127755
4330,0.9112499952316284,0.7953890489913544,0.7910606195150484
4530,0.9092187285423279,0.8002750085940186,0.7981837730557969
4663,0.9104687571525574,0.7999999999999999,0.7910386598642078
4863,0.9089062213897705,0.7903631787126933,0.7819321060650883
5063,0.9082812666893005,0.8001361933946204,0.7951556046723816
5263,0.9056249856948853,0.7970430107526881,0.7948745117334568
5441,0.9082812666893005,0.7933826117564238,0.789250446959623
5641,0.9081249833106995,0.7951219512195122,0.7894860259533315
5841,0.9098437428474426,0.7978984238178634,0.7932975217303693
6041,0.9150000214576721,0.80431654676259,0.7993638838050857
6218,0.9137499928474426,0.8043940467753367,0.798461129633544
