Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8678,0.68,0.6722
2137,0.8939,0.7607,0.7551
3362,0.9,0.7795,0.777
3886,0.9025,0.7789,0.7754
4586,0.9053,0.7845,0.7792
4663,0.9072,0.7852,0.7798
5130,0.9041,0.7823,0.7826
5441,0.9036,0.7839,0.782
5674,0.9034,0.7872,0.7876
5874,0.9045,0.7823,0.7811
6074,0.9061,0.7874,0.7873
6218,0.9056,0.7832,0.7766
