Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8731511254019293,0.6603529918209212,0.6326171660328747
971,0.8845659163987138,0.7193119624706802,0.715819357644324
1496,0.8930868167202572,0.753246753246753,0.7492020767403835
1969,0.8982315112540193,0.7626546681664791,0.7550779437868246
2394,0.8980707395498392,0.7621905476369093,0.7587826341695741
2777,0.9009646302250803,0.7553613979348689,0.742471927466993
3122,0.9053054662379422,0.7761307487647282,0.7687171014679113
3432,0.9030546623794212,0.7685220729366602,0.7567098644017051
3711,0.905144694533762,0.7785285285285286,0.7668066057094067
3886,0.9081993569131833,0.7772142021069061,0.7706061049718774
4120,0.9061093247588424,0.7828996282527881,0.7767689899092417
4330,0.907556270096463,0.7850467289719627,0.7796661421364679
4530,0.9053054662379422,0.7840117345067841,0.7776594667817236
4663,0.9054662379421222,0.7828655834564254,0.7749588765261489
4863,0.9040192926045016,0.7864042933810376,0.7831124757595346
5063,0.9104501607717042,0.7886148007590134,0.7821133947232901
5263,0.9102893890675241,0.7871853546910756,0.7781005428998107
5441,0.9067524115755627,0.7916666666666667,0.7869412460091239
5641,0.9088424437299035,0.7928388746803068,0.7859131813646113
5841,0.9115755627009646,0.7918243754731265,0.7848723161115194
6041,0.9122186495176848,0.7914438502673797,0.7844579934200602
6218,0.9102893890675241,0.7917910447761195,0.7861567525396115
