Trial,Accuracy,F1 Micro,F1 Macro
1,0.8984375,0.7790618626784501,0.7760081934395846
2,0.9053124785423279,0.7840342124019958,0.7829100842857455
3,0.9068750143051147,0.785611510791367,0.783618448342118
4,0.901562511920929,0.7815533980582523,0.7796312695778772
5,0.90625,0.78134110787172,0.7767464744679935
