Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8722395896911621,0.6713145587048593,0.6501100479891232
971,0.8852604230244955,0.748297327140548,0.7398455047477311
1496,0.896666685740153,0.7661732976875868,0.7569417587251674
1969,0.9004687666893005,0.7724264694353669,0.7614631954497479
2394,0.9022916555404663,0.7794452654313212,0.772384368021448
2777,0.9038020769755045,0.7847569058434073,0.7790022771981314
3122,0.9044791658719381,0.7817684929195673,0.7737270825569871
3432,0.9006249904632568,0.7862468205706087,0.7787275753256625
3711,0.9048958222071329,0.7914477429606465,0.7862338125282052
3886,0.9081250031789144,0.7928778420621815,0.7863999890373211
4120,0.9059895873069763,0.7929146069232001,0.7890233651038042
4330,0.9075520634651184,0.7916277024773698,0.7853135228071061
4530,0.9076562722524008,0.7954267345838493,0.7909038203932811
4663,0.9090624849001566,0.7942410248489525,0.7869523327635942
4863,0.9103124936421713,0.7986224298633046,0.7916622791167489
5063,0.9106770753860474,0.7994337333365125,0.7942097746666891
5263,0.9100520809491476,0.7999056285489186,0.7951877522324414
5441,0.9105729063351949,0.7996111270468118,0.7961312639941053
5641,0.9134375055631002,0.8012839092426679,0.7963264852250441
5841,0.9134374856948853,0.8006180586374696,0.7946189144904338
6041,0.9109896024068197,0.8022995612035456,0.7969173655061575
6218,0.9096874992052714,0.7971513462470518,0.7932368608396986
