Data Used,Accuracy,F1 Micro,F1 Macro
388,0.8582812547683716,0.6930626057529611,0.6907025102760505
971,0.8787500262260437,0.7190441708906589,0.7076398559156523
1496,0.8804687261581421,0.7357512953367875,0.7296902033925949
1969,0.8778125047683716,0.733287858117326,0.7293505520632781
2394,0.8881250023841858,0.7537826685006878,0.7487864068251172
2777,0.889843761920929,0.7546119039331709,0.7492486822969971
3122,0.8934375047683716,0.7605337078651686,0.7620879436696324
3432,0.8951562643051147,0.7601001072577761,0.7562234813360437
3711,0.8929687738418579,0.7595647595647596,0.7625571746791244
3886,0.8879687786102295,0.7628183923255045,0.7644529559603087
4120,0.8920312523841858,0.7681985910768199,0.7685376096907787
4330,0.8899999856948853,0.7565698478561549,0.7533152968363623
4530,0.8892187476158142,0.7656198347107438,0.7687473331273307
4663,0.8970312476158142,0.7704632532218739,0.7696460769023644
4863,0.8985937237739563,0.7635701275045538,0.7587612623043636
5063,0.8931249976158142,0.7671885636487406,0.7700452632103741
5263,0.895312488079071,0.7584715212689257,0.7528353542090572
5441,0.8970312476158142,0.7672200635817732,0.7693975685480853
5641,0.8999999761581421,0.7793103448275861,0.7795382752491231
5841,0.8949999809265137,0.7746478873239436,0.7780361648553189
6041,0.897656261920929,0.7735914275838229,0.774766376129758
6218,0.8984375,0.7770919067215363,0.7768998305127743
