Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
388,0.8696875174840292,0.6738257495648426,0.667784665490022,0.0
971,0.8890624841054281,0.7385870037174552,0.7277628155124303,123.3062379360199
1496,0.8904687364896139,0.7509414762087396,0.7475768950786996,110.51404452323914
1969,0.893749992052714,0.7555773993858116,0.7517288114731384,99.604336977005
2394,0.8952083190282186,0.7628616902483542,0.7568691163668825,89.76929903030396
2777,0.897656261920929,0.7650408930139724,0.760090758261517,81.1163957118988
3122,0.899010439713796,0.7662658584942891,0.7608882768847046,73.41370701789856
3432,0.8999479015668234,0.7733420986739152,0.7705195110357339,66.489737033844
3711,0.8996354142824808,0.772555898374892,0.7684624034375275,60.40176177024841
3886,0.9007291595141093,0.7784173549949744,0.7766430408128597,54.20586967468262
4120,0.904479185740153,0.7829734851754688,0.777182743463861,50.96171808242798
4330,0.9038020769755045,0.7847525593020276,0.7838420734910753,46.16045784950256
4530,0.9032291769981384,0.7809277615542974,0.7774190771808883,41.8418231010437
4663,0.9026041626930237,0.7833728567591507,0.7808662343523401,36.881264448165894
4863,0.9044791658719381,0.7856759872158605,0.7848052133663671,33.90602493286133
5063,0.9055729309717814,0.7793349456900861,0.7758206191099667,28.303521871566772
5263,0.9042187531789144,0.7798343706819096,0.7761071230362218,24.875982522964478
5441,0.9069270690282186,0.7880439485421101,0.785055435728557,20.66141700744629
5641,0.9060937563578287,0.7870269983010304,0.7843030097515352,16.26056408882141
5841,0.9058854182561239,0.7891005301950519,0.7864864916008624,12.324679613113403
6041,0.9081770777702332,0.7900281007223929,0.7859053904644687,8.17925477027893
6218,0.9043229023615519,0.7834075240427366,0.7798896585352715,4.174498081207275
