Data Used,Aspect Accuracy,Aspect F1 Micro,Aspect F1 Macro,Sentiment Accuracy,Sentiment F1 Micro,Sentiment F1 Macro,Accuracy,F1 Micro,F1 Macro,Sampling Duration
108,0.8772321343421936,0.9256421811626859,0.9223132752079116,0.7821229100227356,0.7821229050279329,0.7453769559032717,0.8564814925193787,0.8564814814814815,0.6623321049325983,0.0
184, 0.9308035969734192, 0.9572020248504373, 0.9553259781991229, 0.8883928656578064, 0.8883928571428571, 0.8734377471919001,0.9143518805503844,0.9143518518518516,0.8110796619282717,5.266167163848877
252, 0.945684552192688, 0.9661252900232018, 0.9644897055815131, 0.9004149436950684, 0.9004149377593361, 0.8897361598291902,0.9320987462997437,0.9320987654320988,0.8578748694831674,5.44431209564209
314, 0.9538690447807312, 0.9711895910780669, 0.9693441388937613, 0.9428571462631226, 0.9428571428571428, 0.935844680532695,0.9436728358268738,0.943672839506173,0.8934110217874486,5.2644219398498535
369, 0.9583333134651184, 0.973929236499069, 0.9722539511681528, 0.9397590160369873, 0.9397590361445783, 0.9339230429013711,0.94907408952713,0.949074074074074,0.9040182605519472,4.978636026382446
419, 0.960565447807312, 0.9753143921751282, 0.9738402637856834, 0.9480000138282776, 0.948, 0.9431529971489041,0.9513888955116272,0.951388888888889,0.9154005418414922,4.6372621059417725
464, 0.9642857313156128, 0.9776328052190122, 0.9763233551121123, 0.9521912336349487, 0.952191235059761, 0.947224558452481,0.9567901492118835,0.95679012345679,0.9200434764341258,4.314128160476685
504, 0.961309552192688, 0.9758139534883722, 0.9744697132239808, 0.9674796462059021, 0.967479674796748, 0.9642441860465116,0.9567901492118835,0.95679012345679,0.9272545168473568,4.006113052368164
540, 0.9665178656578064, 0.9790013999066729, 0.9776907598419461, 0.9527559280395508, 0.952755905511811, 0.9472591362126246,0.9583333134651184,0.9583333333333334,0.919028202059354,3.713366270065307
573, 0.9620535969734192, 0.9761793554413826, 0.9746479227960291, 0.953125, 0.953125, 0.947469220246238,0.9544752836227416,0.9544753086419754,0.9178687906128904,3.450846910476685
603, 0.9627976417541504, 0.9765917602996255, 0.9749506634669678, 0.946360170841217, 0.946360153256705, 0.9389371657754011,0.9537037014961244,0.9537037037037036,0.909272864512368,3.2967429161071777
630, 0.9672619104385376, 0.9795728876508821, 0.9787415262475264, 0.9588477611541748, 0.9588477366255144, 0.9545148247978437,0.9614197611808776,0.9614197530864196,0.9219135109869104,3.278536796569824
648, 0.9620535969734192, 0.9760450915922968, 0.9744084573680816, 0.9400749206542969, 0.9400749063670412, 0.9325842696629214,0.9537037014961244,0.9537037037037036,0.9119434481312856,2.873584032058716
673, 0.9680059552192688, 0.9798783341132429, 0.9786181238739978, 0.9575289487838745, 0.9575289575289575, 0.952536443148688,0.9621913433074952,0.9621913580246916,0.9314818035412484,5.039704322814941
698, 0.9657738208770752, 0.9784644194756554, 0.9770445106753852, 0.9425287246704102, 0.9425287356321839, 0.9355290242898311,0.957561731338501,0.9575617283950616,0.919339351549422,2.662513256072998
723, 0.9680059552192688, 0.9797456429580783, 0.9781554612041936, 0.9416058659553528, 0.9416058394160584, 0.9345437171524127,0.9583333134651184,0.9583333333333334,0.9219497103609924,2.5678999423980713
748, 0.9657738208770752, 0.9784644194756554, 0.9770089796855229, 0.946360170841217, 0.946360153256705, 0.940950226244344,0.957561731338501,0.9575617283950616,0.9231992735505636,2.355839967727661
756, 0.9709821343421936, 0.9818181818181818, 0.9809391066176025, 0.9484127163887024, 0.9484126984126984, 0.9436871508379889,0.9629629850387572,0.9629629629629628,0.9272269423015352,2.169250249862671
781, 0.9702380895614624, 0.9812734082397004, 0.9802900931388786, 0.938697338104248, 0.9386973180076629, 0.9314240672622176,0.9614197611808776,0.9614197530864196,0.9234465665642332,2.1217501163482666
806, 0.9702380895614624, 0.9813258636788048, 0.9802696942108815, 0.9372549057006836, 0.9372549019607843, 0.9309597942331123,0.9606481194496156,0.960648148148148,0.9172565766797984,1.9124796390533447
831, 0.9694940447807312, 0.9808321645628798, 0.9795911201147254, 0.9494163393974304, 0.9494163424124513, 0.9439890023302988,0.9621913433074952,0.9621913580246914,0.9282852303776804,1.6619088649749756
856, 0.9702380895614624, 0.9812558575445174, 0.9799983197633232, 0.9429658055305481, 0.9429657794676806, 0.936137147297363,0.9606481194496156,0.960648148148148,0.921412000842652,1.5869972705841064
864, 0.9732142686843872, 0.9830985915492958, 0.9819271805095253, 0.9475655555725098, 0.947565543071161, 0.9422506488691138,0.9645061492919922,0.9645061728395062,0.935083863223192,1.3317720890045166
