Data Used,Accuracy,F1 Micro,F1 Macro,Sampling Duration
25,0.9583333134651184,0.9683698296836983,0.6510273077539183,0.0
63,0.9583333134651184,0.9683698296836983,0.6510273077539183,15.868785619735718
97,0.9583333134651184,0.9683698296836983,0.6510273077539183,15.508080959320068
128,0.9599359035491943,0.9694498176448215,0.6516241008523982,13.661535739898682
156,0.9642093976338705,0.972720520471198,0.6906661800192687,12.912551164627075
181,0.9658119678497314,0.9738351577849954,0.6985089151874612,11.471185684204102
203,0.9663461446762085,0.9742827596034864,0.7207961352768127,10.300514698028564
223,0.9668803413709005,0.9747586158788527,0.773516749568643,9.463762521743774
241,0.9679487148920695,0.9756700624064343,0.8059936642878095,8.820281744003296
250,0.9690170884132385,0.9762828283454473,0.7560478381741094,7.8874194622039795
265,0.9706196586290995,0.9775781353651372,0.8416259738782904,7.668088912963867
279,0.9668803612391154,0.9747566022979944,0.8040367021571466,7.0508873462677
292,0.9674145181973776,0.9751706856569249,0.7835200797332634,6.493014097213745
300,0.9668803612391154,0.9746990822785443,0.7909747732270898,6.161444425582886
310,0.9674145181973776,0.9751159050052038,0.8103900189924286,6.051182746887207
320,0.9674145380655924,0.9750279055279117,0.7988197060720226,5.626140356063843
330,0.9684829115867615,0.975871052982436,0.754144676831099,4.814714193344116
340,0.9674145380655924,0.9751945162579351,0.8291497441269241,4.457113265991211
350,0.9663461446762085,0.9742981053791967,0.7876708473153345,4.06036114692688
360,0.9674145380655924,0.9750896725610315,0.7736655068846742,3.4235103130340576
370,0.9679487148920695,0.9756104278470145,0.8084170919712407,2.8837616443634033
380,0.9663461645444235,0.974341705068659,0.7741931813194524,2.3290793895721436
390,0.9690170884132385,0.9763481122920247,0.8180624492097933,1.9935200214385986
400,0.9668803413709005,0.974713030187424,0.7994930663027638,1.6712055206298828
